ItemID;Klasör1;Path;Name;Yetki;Tip;Hidden;SonKullanim;İlkKullanim;Kullanim;Kullanici;Ana Konu;Bu rapor neyi gösteriyor?;Ana KPI’lar;Zaman Seviyesi;Kullanılan Filtreler;Hedef Kullanıcı;Yetkili Gruplar / Kullanıcılar;Benzer Raporlar;Not
B3F3FFA4-1BB2-4823-8085-3A2543562AEA;Satış/;/Satış/Portföy Performans/Erken Yenileme Firma Raporu;Erken Yenileme Firma Raporu;Bi Fiyatlandırma  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;17.03.2026;26.03.2026;52.0;17;;;;;;;;;
44E703E3-6AE1-410C-8D2A-3DCE414F21E7;Satış/;/Satış/Kullanıcı Performans/Hedef Gerceklestirme;Hedef Gerceklestirme;Bi Finans  Bi Fiyatlandırma  Bi ik  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;2.01.2026;26.03.2026;191.0;35;;;;;;;;;
BF2B4E80-67E6-4B6D-9859-3E335A35F07A;Satış/;/Satış/Kullanıcı Performans/Master IK Yonetici;Master IK Yonetici;Bi ik  Bi Satış  bi Satis Gelistirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Report;0;26.03.2026;26.03.2026;1.0;1;;;;;;;;;
50478464-B9A7-41A8-80F2-3ED50E4C56CD;Satış/;/Satış/Gorusme  Asistan;Gorusme  Asistan;\Everyone  BISecurity  BUILTIN\Administrators;Report;0;12.01.2026;26.03.2026;25.0;5;;;;;;;;;
051BD700-40B0-45FD-9634-3F42CAEFB9FB;Satış/;/Satış/Portföy Performans/Aktif Firmalar Ürün Satışları;Aktif Firmalar Ürün Satışları;aylink  Bi Fiyatlandırma  Bi Pas Yönetim  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  bi Techkariyer  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;26.12.2025;26.03.2026;41.0;23;;;;;;;;;
BC55BBB4-3AEA-4CD1-97F5-3FE99534FED0;Satış/;/Satış/Portföy Performans/WeHire Firma Kümeleri;WeHire Firma Kümeleri;betul.dalgic  betul.uslu  Bi Pas Ekibi  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  feyzanur.suel  mine.ozatas  samet.demirbas;Dashboard;0;16.02.2026;17.02.2026;2.0;2;;;;;;;;;
3A390037-327A-45A6-902D-43B5AE31B57B;Satış/;/Satış/Portföy Performans/Cerceve Sozlesme Hareket_Detayi;Cerceve Sozlesme Hareket_Detayi;barisk  Bi DEM  Bi Fiyatlandırma  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  resat.akinsel  volkan.bora;Report;1;;;1.0;0;;;;;;;;;
FBE8D62D-35AD-48C4-A77C-4421C43BA01B;Satış/;/Satış/Kullanıcı Performans/Gunluk Hedef Gerceklestirme;Gunluk Hedef Gerceklestirme;Bi Fiyatlandırma  Bi Satış  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;28.12.2025;26.03.2026;452.0;28;;;;;;;;;
63A2E18F-13FF-4020-A9C6-442791D2AD5A;Satış/;/Satış/Kullanıcı Performans/Tele Satis Firma Arama Analizi_Detay2;Tele Satis Firma Arama Analizi_Detay2;begumu  Bi Fiyatlandırma  Bi ik  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  cenkk  okan.ay;Report;1;30.12.2025;30.12.2025;3.0;1;;;;;;;;;
53A730E2-C5E1-405F-93C4-46C4BB4D5C4C;Satış/;/Satış/Portföy Performans/Ilan Tuketim Raporu;Ilan Tuketim Raporu;Bi DEM  Bi Fiyatlandırma  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;26.12.2025;26.03.2026;122.0;27;;;;;;;;;
17769DE0-F7DD-4A39-84ED-4C33F0BBD057;Satış/;/Satış/Portföy Performans/Yenilemesi Gelen Firmalar;Yenilemesi Gelen Firmalar;Bi DEM  Bi Fiyatlandırma  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;12.01.2026;26.03.2026;883.0;46;;;;;;;;;
E980309B-A46D-4084-88E8-4E472E7D84D4;Satış/;/Satış/Portföy Performans/Aranacak Firma Listesi;Aranacak Firma Listesi;Bi Fiyatlandırma  BISecurity  BUILTIN\Administrators;Report;1;;;1.0;0;;;;;;;;;
D0C27630-91B1-4590-A870-4F59A736F81E;Satış/;/Satış/Portföy Performans/Ziyaret Talepleri;Ziyaret Talepleri;Bi Satış  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;30.01.2026;11.03.2026;11.0;5;;;;;;;;;
7CB874DC-59DE-450A-9376-5A152A516ED5;Satış/;/Satış/Kullanıcı Performans/Master IK Raporu;Master IK Raporu;Bi ik  Bi Satış  bi Satis Gelistirme  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;5.01.2026;24.03.2026;5.0;4;;;;;;;;;
C6AD88B6-A7B9-4853-952F-5BB0E396B8F9;Satış/;/Satış/Kullanıcı Performans/Kritik Islemler Raporu;Kritik Islemler Raporu;Bi Satış  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;2.01.2026;11.03.2026;10.0;6;;;;;;;;;
477AA63F-7D8A-437B-A827-5BB1235C3F00;Satış/;/Satış/Haftalık Hedef Takip;Haftalık Hedef Takip;Bi Satış  bi Satis Gelistirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Dashboard;0;4.02.2026;9.03.2026;16.0;4;;;;;;;;;
A2840D05-E23B-4B2F-988B-5EB375B8C536;Satış/;/Satış/Portföy Performans/Deneme Hesabi Raporu;Deneme Hesabi Raporu;Bi Fiyatlandırma  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;17.03.2026;17.03.2026;1.0;1;;;;;;;;;
BAC28A84-D664-40EC-AF5F-64ED5901A982;Satış/;/Satış/Baremlere Göre Aktif Portföy Sözleşmeleri;Baremlere Göre Aktif Portföy Sözleşmeleri;Bi Fiyatlandırma  Bi ik  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;30.01.2026;19.03.2026;26.0;12;;;;;;;;;
70EFC477-CCB5-4F67-B749-64EE3A6305F5;Satış/;/Satış/Portföy Performans/Cerceve Sozlesme Hareketleri;Cerceve Sozlesme Hareketleri;Bi Satış  bi Satis Gelistirme  bisatisci  BISecurity  BUILTIN\Administrators  volkan.bora;Report;0;;;1.0;0;;;;;;;;;
924533FE-650B-48C3-A508-6BB848873241;Satış/;/Satış/Kullanıcı Performans/Hedef Gerceklestirme Raporu - Kirilimli;Hedef Gerceklestirme Raporu - Kirilimli;Bi Finans  Bi Fiyatlandırma  Bi ik  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators  cenkk  ersinu  neses;Report;0;29.12.2025;26.03.2026;8419.0;157;;;;;;;;;
B8F25EFC-7385-460B-91B6-7024CE7A2310;Satış/;/Satış/Portföy Performans/Savedesk Protokolü;Savedesk Protokolü;Bi DEM  Bi Fiyatlandırma  Bi Satış  bi Satis Gelistirme  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators  melih.gucer;Dashboard;0;23.03.2026;26.03.2026;59.0;32;;;;;;;;;
A169CCF1-07A4-4800-8FBA-71C1DF044917;Satış/;/Satış/Ek Ürün Gelir Oranı;Ek Ürün Gelir Oranı;aylink  Bi Satış  BISecurity  BUILTIN\Administrators;Dashboard;0;23.01.2026;11.03.2026;15.0;6;;;;;;;;;
67D99CEF-596F-4070-BD23-71F3C821DFCF;Satış/;/Satış/Kullanıcı Performans/Tahmini HGO;Tahmini HGO;Bi Fiyatlandırma  Bi Satış  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators  busenur.satir  ezgik  ugur.saglikoglu;Dashboard;0;26.01.2026;26.03.2026;72.0;10;;;;;;;;;
8DBC6ED9-8972-47D3-A73C-74FDED90ACEC;Satış/;/Satış/Kullanıcı Performans/Hedef Gerceklestirme Raporu - Kirilimli2;Hedef Gerceklestirme Raporu - Kirilimli2;aylink  Bi ik  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators;Report;0;14.01.2026;11.03.2026;11.0;4;;;;;;;;;
703E5261-F956-4C15-AD06-7670D314CCBC;Satış/;/Satış/FinalCheck;FinalCheck;aylink  Bi Finalcheck  Bi Finans  Bi Teknolojisatis  BISecurity  BUILTIN\Administrators  hatun.ozbay;Dashboard;0;13.01.2026;15.01.2026;12.0;2;;;;;;;;;
EE8DE08A-62E7-41FC-8562-76CE00ED7818;Satış/;/Satış/Portföy Performans/Aktif Ilan Basvuru Kıyaslaması (Firma Kirilimli);Aktif Ilan Basvuru Kıyaslaması (Firma Kirilimli);Bi Fiyatlandırma  Bi Satış  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;3.03.2026;26.03.2026;3.0;3;;;;;;;;;
871BA982-5B7E-4407-845D-780097B1DDEF;Satış/;/Satış/Portföy Performans/Aktif Ilan Basvuru Kıyaslaması_Ilanlar2;Aktif Ilan Basvuru Kıyaslaması_Ilanlar2;barisk  Bi DEM  Bi Fiyatlandırma  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  resat.akinsel  volkan.bora;Report;1;3.03.2026;26.03.2026;4.0;3;;;;;;;;;
E2028D45-B7D2-442F-A53D-805733913D74;Satış/;/Satış/WeHire Referans Listesi;WeHire Referans Listesi;Bi Pas Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;15.01.2026;5.03.2026;2.0;2;;;;;;;;;
FF7412EB-E335-4A14-BA3E-82BB8CBA4434;Satış/;/Satış/Canlı İKÇO Dashboard;Canlı İKÇO Dashboard;Bi Fiyatlandırma  Bi ik  Bi Satış  bi Satis Gelistirme  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;31.12.2025;26.03.2026;51190.0;111;;;;;;;;;
A5D2562E-8ADE-48F5-93A7-845E92E9D566;Satış/;/Satış/PeopleBox;PeopleBox;aylink  Bi Fiyatlandırma  Bi PeopleBox  bi Satis Gelistirme  Bi Teknolojisatis  Bi Yönetim  BISecurity  BUILTIN\Administrators  ezgik  samet.demirbas  ugur.saglikoglu;Dashboard;0;7.01.2026;26.03.2026;43.0;5;;;;;;;;;
596BDABE-1A8A-4500-9563-8A3A42B300D4;Satış/;/Satış/Portföy Performans/Dijital Ortamda İlan Yayınlayan Firmalar;Dijital Ortamda İlan Yayınlayan Firmalar;barisk  begumu  bi Arge Ekibi  Bi DEM  Bi Fiyatlandırma  Bi isinolsun  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  Bi Ürün Geliştirme  bisatisci  BISecurity  BUILTIN\Administrators  ezgik  firat.ozcan  ipekb  oznur.saglam  resat.akinsel  tutku.bodur  volkan.bora;Dashboard;0;26.12.2025;25.03.2026;24.0;14;;;;;;;;;
38D48A64-F589-443A-A09E-8A6BFB6D4419;Satış/;/Satış/Kullanıcı Performans/Satisci Aktivite Rakamlari_ Gunluk;Satisci Aktivite Rakamlari_ Gunluk;atakan.zengin  begumu  Bi Fiyatlandırma  Bi ik  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators  cenkk  mine.ozatas  okan.ay;Report;0;29.12.2025;26.03.2026;1924.0;63;;;;;;;;;
896B10D1-162B-4AF6-B863-8ABDAADD1AD6;Satış/;/Satış/Kullanıcı Performans/Bolge Bazli Performans;Bolge Bazli Performans;Bi Satış  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators;Report;0;7.01.2026;23.03.2026;25.0;8;;;;;;;;;
D4160EEA-25DE-4321-A123-8E488A5284A7;Satış/;/Satış/Kullanıcı Performans/Satisci Aktivite Rakamlari_ Gunluk_Detay;Satisci Aktivite Rakamlari_ Gunluk_Detay;begumu  Bi Fiyatlandırma  Bi ik  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  cenkk  okan.ay;Report;1;29.01.2026;23.03.2026;56.0;5;;;;;;;;;
3300F50E-BE89-435C-B624-9313A849157C;Satış/;/Satış/Portföy Performans/Aktif Ilan Basvuru Kıyaslaması_Ilanlar;Aktif Ilan Basvuru Kıyaslaması_Ilanlar;Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  Bi Ürün Geliştirme  bisatisci  BISecurity  BUILTIN\Administrators;Report;1;;;1.0;0;;;;;;;;;
2101FDBB-8E68-456E-AD24-93FCD9E21300;Satış/;/Satış/Portföy Performans/Yenilemesi Gelen Firmalar_Detay;Yenilemesi Gelen Firmalar_Detay;barisk  Bi DEM  Bi Fiyatlandırma  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  resat.akinsel  volkan.bora;Report;1;12.01.2026;26.03.2026;803.0;38;;;;;;;;;
38AAA415-FF85-482E-9FBD-945F2E024D60;Satış/;/Satış/Gorusme  Asistani;Gorusme  Asistani;\Everyone  BISecurity  BUILTIN\Administrators  burcug  cenkk  ersinu  ezgik  hatun.ozbay  ozlems;Report;1;31.12.2025;26.03.2026;81.0;45;;;;;;;;;
87CCA3E2-8CA4-48DE-A5F8-961C6CDB3E48;Satış/;/Satış/Portföy Performans/Matriks Raporu;Matriks Raporu;Bi Satış  bi Satis Gelistirme  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;27.02.2026;24.03.2026;2.0;2;;;;;;;;;
F564ECBC-9CFA-43F0-B62B-981E815F2CB7;Satış/;/Satış/Portföy Performans/Satisci Firma Dagilimlari_Detay;Satisci Firma Dagilimlari_Detay;barisk  Bi DEM  Bi Fiyatlandırma  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  resat.akinsel  volkan.bora;Report;1;26.12.2025;26.03.2026;1305.0;73;;;;;;;;;
A8DEED43-D398-4510-B2C1-9D9118D03492;Satış/;/Satış/Portföy Performans/Acil Panel Hareketleri;Acil Panel Hareketleri;Bi DEM  Bi Fiyatlandırma  Bi Pas Yönetim  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  Bi Ürün Geliştirme  Bi Webrand  bisatisci  BISecurity  BUILTIN\Administrators  ckorkmaz  ipekb  neses;Report;0;4.02.2026;26.03.2026;29.0;9;;;;;;;;;
2826E2EB-86C7-4121-BC81-9FA6CB0B0FAF;Satış/;/Satış/Portföy Performans/Yenilememe Risk Alarmları;Yenilememe Risk Alarmları;Bi Fiyatlandırma  Bi Satış  bi Satis Gelistirme  bisatisci  BISecurity  BUILTIN\Administrators  ezgik  ugur.saglikoglu;Dashboard;0;15.01.2026;26.03.2026;290.0;36;;;;;;;;;
3E8E7B60-65F7-40A8-980F-A1F21CE82CDC;Satış/;/Satış/Portföy Performans/Basvuru Almamis Ilan;Basvuru Almamis Ilan;Bi DEM  Bi Fiyatlandırma  Bi MH  Bi Müşteri Destek  Bi Pazarlama Aday  Bi Pazarlama İşveren  Bi Satış  bi TeleSatis  Bi Ürün Geliştirme  bisatisci  BISecurity  BUILTIN\Administrators  ezgik;Report;0;29.12.2025;24.03.2026;27.0;8;;;;;;;;;
F77B2F93-6B4A-431F-9F32-A2EFF46DA95C;Satış/;/Satış/Portföy Performans/Firma Aranma - Ulasma Raporu;Firma Aranma - Ulasma Raporu;Bi Satış  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators;Report;0;2.02.2026;13.03.2026;3.0;2;;;;;;;;;
